#iteration,algo,#panel,#suggestion,distances,iteration_time,total_time,target_found,#generations,panel,si,ni
0,NewPanel,1,0,6.5/5.75,1030.4330768585205,1030.4330768585205,None,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
1,Egreedy,1,1,8.5/7.75,0.061165571212768555,1030.4942424297333,None,5,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
 1 1 1 0 0 0 0 0 2 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
2,Egreedy,1,2,13.25/12.5,0.03966069221496582,1030.5339031219482,None,3,[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 2 2 0 0 0 0 2 0 0 0 0 0 1
 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 1 1 1 0 0 0 1 1 0 1 0 1 0 0 1 0 1 0 0 1 1 0
 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
3,Egreedy,1,3,14.5/11.75,0.04109978675842285,1030.5750029087067,None,3,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 2 0 0 0 0 2 2 2 0 2 0 0 0 0 0 0 0 0 1 0 0
 0 0 1 0 1 0 0 1 0 0 0 1 1 0 1 0 1 1 0 0 0 1 1 0 1 0 0 0 0 1 0 1 0 0 1 1 0
 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 2 0 0 0 0 0 0 1 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
4,Egreedy,1,4,16.25/14.0,0.029761075973510742,1030.6047639846802,None,2,[0 2 0 0 0 0 0 1 0 0 1 2 0 0 0 0 2 0 0 0 0 2 2 2 0 0 0 1 0 0 0 0 1 0 1 0 0
 0 0 1 0 1 0 0 1 0 1 0 1 1 0 1 0 0 1 0 0 0 0 1 0 1 1 0 0 0 1 1 1 1 0 1 1 1
 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 2 0 0 0 0 0 1 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
5,Egreedy,1,5,16.25/14.0,0.02614140510559082,1030.6309053897858,None,2,[0 2 0 0 0 0 0 0 0 0 1 2 0 0 0 0 2 0 0 0 0 2 2 2 0 0 0 1 0 0 0 0 1 0 1 0 0
 0 0 1 0 1 0 0 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 1 0 1 1 0 0 0 1 1 1 1 0 1 1 1
 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 1 2 0 0 0 0 0 1 0 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
6,Egreedy,1,6,14.0/11.75,0.0170135498046875,1030.6479189395905,None,1,[0 2 0 0 0 0 0 0 0 0 1 0 1 1 0 0 2 0 0 0 0 2 2 2 0 0 0 1 0 0 0 0 1 0 1 0 0
 0 0 0 0 1 0 0 1 0 1 0 1 1 0 1 0 0 1 0 0 0 0 1 0 1 0 1 0 0 1 1 1 0 0 1 1 1
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
7,Egreedy,1,7,13.75/11.5,0.012732744216918945,1030.6606516838074,None,1,[0 2 0 0 0 0 0 0 0 0 1 0 1 1 0 0 2 0 0 0 0 2 2 2 0 0 0 1 0 0 0 0 1 0 1 0 0
 0 0 0 0 1 0 0 1 0 1 0 1 1 0 1 0 0 1 0 0 0 0 1 0 1 0 1 0 0 1 1 1 0 0 1 0 1
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
8,Egreedy,1,8,14.25/12.0,0.014934539794921875,1030.6755862236023,None,1,[0 2 0 0 0 0 0 0 0 0 1 0 1 1 0 0 2 0 0 0 0 2 2 2 0 0 0 1 0 0 0 0 1 0 1 0 0
 0 0 0 0 1 0 0 1 0 1 0 1 1 0 1 0 0 1 0 0 0 0 1 0 1 0 1 0 0 1 1 1 0 2 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0],[1. 1. 1. 1. 1. 1. 1.],[1. 1. 1. 1. 1. 1. 1.]
9,Egreedy,1,9,15.25/13.0,0.027595043182373047,1030.7031812667847,None,2,[0 2 0 0 0 0 0 0 0 0 1 0 1 1 0 0 2 0 0 0 0 2 2 2 0 0 0 1 0 0 0 0 1 0 1 0 0
